bucket_id,name,owner,metadata,created_at,updated_at
catalog,products/hsrUWL3r2p4MAzAWHa5ju8.Image.201003.jpg,null,"{""eTag"":""\""0c1b4bd085ca187994bc18b431f47b98-1\"""",""size"":61071,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:01.000Z"",""contentLength"":61071,""httpStatusCode"":200}",2026-03-08 23:19:00.753729+00,2026-03-08 23:19:00.753729+00
catalog,products/ifqQ0kpags4uqymDvunwg4.Image.014138.jpg,null,"{""eTag"":""\""06c6a7e5350f34521c149e5ea03eafb6-1\"""",""size"":65231,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:01.000Z"",""contentLength"":65231,""httpStatusCode"":200}",2026-03-08 23:19:00.719704+00,2026-03-08 23:19:00.719704+00
catalog,products/Ge4ZBNgNvH5fbBWN2uAUai.Image.113502.png,null,"{""eTag"":""\""3fd3f263c9d9232eb56f4e76b8a04305-1\"""",""size"":360995,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":360995,""httpStatusCode"":200}",2026-03-08 23:19:00.008004+00,2026-03-08 23:19:00.008004+00
catalog,products/hkv8bvWcox4IAFVGFoJ6Y9.Image.204223.jpg,null,"{""eTag"":""\""750b09b66e4900dc544cef5e4c35432d-1\"""",""size"":75726,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":75726,""httpStatusCode"":200}",2026-03-08 23:18:59.632281+00,2026-03-08 23:18:59.632281+00
catalog,products/hi6eVXv1m8xiTLSDFCrXSm.Image.135419.jpg,null,"{""eTag"":""\""1b7761dca21cb4257707c0aeff4468a1-1\"""",""size"":93710,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":93710,""httpStatusCode"":200}",2026-03-08 23:18:59.614621+00,2026-03-08 23:18:59.614621+00
catalog,products/Gt4iCOeFo0WjYncTKox6wR.Image.130422.jpg,null,"{""eTag"":""\""b955801c3a11dc9baed96a68cacd4a28-1\"""",""size"":105388,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":105388,""httpStatusCode"":200}",2026-03-08 23:18:59.611809+00,2026-03-08 23:18:59.611809+00
catalog,products/Go_rE-iUgR4FuLk7ttNZN2.Image.133444.jpg,null,"{""eTag"":""\""205d3994457fc85f65505ab68a60bb47-1\"""",""size"":79046,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":79046,""httpStatusCode"":200}",2026-03-08 23:18:59.602609+00,2026-03-08 23:18:59.602609+00
catalog,products/GNO0e6QXC9ZqpxzaUNJed4.Image.112520.jpg,null,"{""eTag"":""\""781360f6a2054108bbc2fb92e49a3781-1\"""",""size"":99760,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":99760,""httpStatusCode"":200}",2026-03-08 23:18:59.601325+00,2026-03-08 23:18:59.601325+00
catalog,products/hjNgoS7VQX4yuRtXIIZ2Se.Image.233251.jpg,null,"{""eTag"":""\""353358fda5be943d610363ca3cb28777-1\"""",""size"":62060,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":62060,""httpStatusCode"":200}",2026-03-08 23:18:59.600653+00,2026-03-08 23:18:59.600653+00
catalog,products/GM2Bcps6JwGWfYNwbl9BIu.Image.014344.jpg,null,"{""eTag"":""\""3ba4d13347256ae5339710c3465d4b44-1\"""",""size"":79558,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":79558,""httpStatusCode"":200}",2026-03-08 23:18:59.578919+00,2026-03-08 23:18:59.578919+00
catalog,products/goGfIUURmriktytuT4IHGF.Image.201045.jpg,null,"{""eTag"":""\""d08b3232edded2e4476a2827a65531f0-1\"""",""size"":70414,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":70414,""httpStatusCode"":200}",2026-03-08 23:18:59.566402+00,2026-03-08 23:18:59.566402+00
catalog,products/hITCu6o6F9QTFfBIzT5jYo.Image.132548.jpg,null,"{""eTag"":""\""60ef9bf88661ad5f6eca4b5899aff993-1\"""",""size"":46861,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:19:00.000Z"",""contentLength"":46861,""httpStatusCode"":200}",2026-03-08 23:18:59.536996+00,2026-03-08 23:18:59.536996+00
catalog,products/FSCkWcr7jm6Z8YJWnaDdPw.Image.170755.jpg,null,"{""eTag"":""\""f55ed66c2d6cf2abab78d57768e0566e-1\"""",""size"":156481,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":156481,""httpStatusCode"":200}",2026-03-08 23:18:58.414819+00,2026-03-08 23:18:58.414819+00
catalog,products/fK0XnDVY074HiWw8YmJmq0.Image.031404.png,null,"{""eTag"":""\""40fd89174a973c9b672d99bd711ab30c-1\"""",""size"":453642,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":453642,""httpStatusCode"":200}",2026-03-08 23:18:58.349949+00,2026-03-08 23:18:58.349949+00
catalog,products/FclzoS1IqYB9Q1HuY1zWJ3.Image.024806.png,null,"{""eTag"":""\""978a13ad3cb5cb902f327ca4d9d1499c-1\"""",""size"":239220,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":239220,""httpStatusCode"":200}",2026-03-08 23:18:58.3077+00,2026-03-08 23:18:58.3077+00
catalog,products/FOhrukjlKM4WQuzdUzUUF6.Image.232957.jpg,null,"{""eTag"":""\""ff5816e436495c9e19c9b091fd31e343-1\"""",""size"":97234,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":97234,""httpStatusCode"":200}",2026-03-08 23:18:58.276234+00,2026-03-08 23:18:58.276234+00
catalog,products/F1XFC6IlMVKeXl3VDwRjwo.Image.204304.jpg,null,"{""eTag"":""\""76fb7c95c92dfde1d98265e88d18bb18-1\"""",""size"":64278,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":64278,""httpStatusCode"":200}",2026-03-08 23:18:58.254075+00,2026-03-08 23:18:58.254075+00
catalog,products/euBf-cavtO45eC1g2UU02e.Image.112755.jpg,null,"{""eTag"":""\""64a9920a3be60762a75711e91822c9e6-1\"""",""size"":98868,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":98868,""httpStatusCode"":200}",2026-03-08 23:18:58.219061+00,2026-03-08 23:18:58.219061+00
catalog,products/g9QRyd0AsIrk7siTD6xKZf.Image.224009.jpg,null,"{""eTag"":""\""4e1b26268ab53578ab4c08af3bbd2d74-1\"""",""size"":91093,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":91093,""httpStatusCode"":200}",2026-03-08 23:18:58.211906+00,2026-03-08 23:18:58.211906+00
catalog,products/fhiHHfnmpRA0UWP6NICSCE.Image.203259.jpg,null,"{""eTag"":""\""8b360da1e2e11ae4293ab6b9d8e3208c-1\"""",""size"":115171,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":115171,""httpStatusCode"":200}",2026-03-08 23:18:58.210347+00,2026-03-08 23:18:58.210347+00
catalog,products/ftlHK9t_nz4dALKj1SP-Kc.Image.204244.jpg,null,"{""eTag"":""\""822d71f2230ec8f303d616f7bbed40ec-1\"""",""size"":70667,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":70667,""httpStatusCode"":200}",2026-03-08 23:18:58.198887+00,2026-03-08 23:18:58.198887+00
catalog,products/GaPnCAdstCVbTw2spISAtD.Image.021847.jpg,null,"{""eTag"":""\""eaaa6624d066b86c3b1cacc4fbbbada1-1\"""",""size"":119849,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:58.000Z"",""contentLength"":119849,""httpStatusCode"":200}",2026-03-08 23:18:58.187438+00,2026-03-08 23:18:58.187438+00
catalog,products/DejSSgcVZeVBnbpFmEyOlH.Image.015328.jpg,null,"{""eTag"":""\""2d2bac9db1d753f1fe922553715ffcc0-1\"""",""size"":83912,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":83912,""httpStatusCode"":200}",2026-03-08 23:18:57.486861+00,2026-03-08 23:18:57.486861+00
catalog,products/eMwlSgX1KopJzsz4fZlIO7.Image.221010.jpg,null,"{""eTag"":""\""d7a5ea9b6f85deed5217eae4862b2b41-1\"""",""size"":76166,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":76166,""httpStatusCode"":200}",2026-03-08 23:18:57.316324+00,2026-03-08 23:18:57.316324+00
catalog,products/ChlGXnY78dmbzBSxWXWKYa.Image.183305.jpg,null,"{""eTag"":""\""b47a1e5274f970590ab767007a73b4d7-1\"""",""size"":25066,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":25066,""httpStatusCode"":200}",2026-03-08 23:18:57.280687+00,2026-03-08 23:18:57.280687+00
catalog,products/DuGgMR6pxSu4LnF6wz0Z9k.Image.223229.jpg,null,"{""eTag"":""\""084549d2ac8b97b3a4055fe65afcc6ef-1\"""",""size"":92744,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":92744,""httpStatusCode"":200}",2026-03-08 23:18:57.274939+00,2026-03-08 23:18:57.274939+00
catalog,products/CqVu6jzdHFOwR36lFS0wmu.Image.170155.jpg,null,"{""eTag"":""\""13d9c1524d71575cf27e60c04e88fa5d-1\"""",""size"":57247,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":57247,""httpStatusCode"":200}",2026-03-08 23:18:57.233557+00,2026-03-08 23:18:57.233557+00
catalog,products/DnaCvELSjR4BAEYhMMYDo1.Image.203259.jpg,null,"{""eTag"":""\""3ebc8cc53055e374c49416abd579caaf-1\"""",""size"":83549,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":83549,""httpStatusCode"":200}",2026-03-08 23:18:57.2252+00,2026-03-08 23:18:57.2252+00
catalog,products/cwhfEwOl764_iz8nHF22X0.Image.202750.jpg,null,"{""eTag"":""\""e1d953f8073f7c57b9d3f382de9487f4-1\"""",""size"":68150,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":68150,""httpStatusCode"":200}",2026-03-08 23:18:57.224502+00,2026-03-08 23:18:57.224502+00
catalog,products/dCnDl80gND4eY9Mv8_--a0.Image.133352.jpg,null,"{""eTag"":""\""ef289da30adb852d85cf549f70461078-1\"""",""size"":80177,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":80177,""httpStatusCode"":200}",2026-03-08 23:18:57.212675+00,2026-03-08 23:18:57.212675+00
catalog,products/EaYUpImneO4k6T3Jm5awW5.Image.133613.jpg,null,"{""eTag"":""\""b94bf15f5e5ebefe0db9a4fcc19fdb16-1\"""",""size"":86515,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":86515,""httpStatusCode"":200}",2026-03-08 23:18:57.203097+00,2026-03-08 23:18:57.203097+00
catalog,products/dNntSryQMQ4BIGHjcaBiF8.Image.133432.jpg,null,"{""eTag"":""\""c020f78b0f2279c7e574a56aafcea206-1\"""",""size"":82093,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:57.000Z"",""contentLength"":82093,""httpStatusCode"":200}",2026-03-08 23:18:57.20283+00,2026-03-08 23:18:57.20283+00
catalog,products/Cclk8JvnJSGqtALCM8GBwE.Image.025624.jpg,null,"{""eTag"":""\""4d268ccd4f87026da74857165d834940-1\"""",""size"":91527,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":91527,""httpStatusCode"":200}",2026-03-08 23:18:56.393457+00,2026-03-08 23:18:56.393457+00
catalog,products/BXD7frIqHCcQtx20z7E6zo.Image.024714.jpg,null,"{""eTag"":""\""66faefe5efad0ea758d15b806103abd8-1\"""",""size"":73258,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":73258,""httpStatusCode"":200}",2026-03-08 23:18:56.209873+00,2026-03-08 23:18:56.209873+00
catalog,products/BlW5Yf6YkJv6KdESmEloh1.Image.164642.jpg,null,"{""eTag"":""\""d1659a7d534fa7a7fbf5152af1026dab-1\"""",""size"":102501,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":102501,""httpStatusCode"":200}",2026-03-08 23:18:56.194914+00,2026-03-08 23:18:56.194914+00
catalog,products/BI2nsAxLZaDJFcKWj8hUf4.Image.124742.jpg,null,"{""eTag"":""\""7286380b0f4c04cad2fdc71c0e8027c9-1\"""",""size"":109032,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":109032,""httpStatusCode"":200}",2026-03-08 23:18:56.16677+00,2026-03-08 23:18:56.16677+00
catalog,products/bukU98jBj3W5Ot5136kNVW.Image.202641.jpg,null,"{""eTag"":""\""5fec1ce9623af8047666a7926af8a68b-1\"""",""size"":79751,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":79751,""httpStatusCode"":200}",2026-03-08 23:18:56.160362+00,2026-03-08 23:18:56.160362+00
catalog,products/CBvzKIP5-V41anZrqFHwQf.Image.203852.jpg,null,"{""eTag"":""\""d8e65158a18943a4fa4eb310d6d07d7b-1\"""",""size"":80473,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":80473,""httpStatusCode"":200}",2026-03-08 23:18:56.156859+00,2026-03-08 23:18:56.156859+00
catalog,products/bsIt1uzsHKoots6trUg7nQ.Image.232133.png,null,"{""eTag"":""\""4d8523af44b046ce969aa5fdacfd3ce7-1\"""",""size"":266422,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":266422,""httpStatusCode"":200}",2026-03-08 23:18:56.062215+00,2026-03-08 23:18:56.062215+00
catalog,products/ch7psd7UJM9ISgrKZcOFSf.Image.202739.jpg,null,"{""eTag"":""\""8e7adb25068971694200cd3fd33110f1-1\"""",""size"":93192,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":93192,""httpStatusCode"":200}",2026-03-08 23:18:56.039066+00,2026-03-08 23:18:56.039066+00
catalog,products/bgD2ShBvambXzlmitipNDc.Image.204324.jpg,null,"{""eTag"":""\""c7df0f13bef73e8ce8fc0442ac22a540-1\"""",""size"":85305,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":85305,""httpStatusCode"":200}",2026-03-08 23:18:55.967102+00,2026-03-08 23:18:55.967102+00
catalog,products/bkZVg1QNfOqsWNteUB6vAd.Image.195911.jpg,null,"{""eTag"":""\""dc9b01f7f06cd0602c0c04002b2c0cc9-1\"""",""size"":88080,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:56.000Z"",""contentLength"":88080,""httpStatusCode"":200}",2026-03-08 23:18:55.955732+00,2026-03-08 23:18:55.955732+00
catalog,products/bBI5hnKzjg4NMv85XWMU82.Image.134246.jpg,null,"{""eTag"":""\""5d55f485529f9d48e9bc5b10d71f6c09-1\"""",""size"":71282,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":71282,""httpStatusCode"":200}",2026-03-08 23:18:55.221038+00,2026-03-08 23:18:55.221038+00
catalog,products/azjnYvvDQrsnL6vO32hpAr.Image.015341.jpg,null,"{""eTag"":""\""b5b513e9e83ba4efb815e8b13eca63e0-1\"""",""size"":78985,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":78985,""httpStatusCode"":200}",2026-03-08 23:18:55.003812+00,2026-03-08 23:18:55.003812+00
catalog,products/AV3JR15Qx3xh99rLufH4OZ.Image.014801.jpg,null,"{""eTag"":""\""91654f6d870ad0d0eaebdb81cd5e8f79-1\"""",""size"":79919,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":79919,""httpStatusCode"":200}",2026-03-08 23:18:54.996846+00,2026-03-08 23:18:54.996846+00
catalog,products/aSk-zL0NNR45ePk8dmXuL9.Image.014702.jpg,null,"{""eTag"":""\""289bddbac63943c0f5171e480e06c385-1\"""",""size"":82072,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":82072,""httpStatusCode"":200}",2026-03-08 23:18:54.98438+00,2026-03-08 23:18:54.98438+00
catalog,products/BD32bi2_zp4_UnCETaAeVe.Image.200954.jpg,null,"{""eTag"":""\""1c99adab18c5670a9154c2000ab00bce-1\"""",""size"":91509,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":91509,""httpStatusCode"":200}",2026-03-08 23:18:54.955996+00,2026-03-08 23:18:54.955996+00
catalog,products/BCCB3rTzOp4VeONDWQizy2.Image.204017.jpg,null,"{""eTag"":""\""078831431795c74cb50011bda996a4bf-1\"""",""size"":75832,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":75832,""httpStatusCode"":200}",2026-03-08 23:18:54.920217+00,2026-03-08 23:18:54.920217+00
catalog,products/aVrLDAclfN48iAxiXtN1-f.Image.202814.jpg,null,"{""eTag"":""\""d7f177f82e420bce3a8acd0a65dcfc61-1\"""",""size"":81607,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":81607,""httpStatusCode"":200}",2026-03-08 23:18:54.908083+00,2026-03-08 23:18:54.908083+00
catalog,products/aR-yPLPUqx4CqMJy7lTwJ8.Image.232713.jpg,null,"{""eTag"":""\""b8d219d491d73b9500203c27d52fc737-1\"""",""size"":79786,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":79786,""httpStatusCode"":200}",2026-03-08 23:18:54.902244+00,2026-03-08 23:18:54.902244+00
catalog,products/Ar9hBzbw2445YU4DW7xoac.Image.133457.jpg,null,"{""eTag"":""\""5d6cc1964961ce49bf20641a83f209cf-1\"""",""size"":70186,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":70186,""httpStatusCode"":200}",2026-03-08 23:18:54.900341+00,2026-03-08 23:18:54.900341+00
catalog,products/b2Mw6Ab-UZ4qYoo_YETcda.Image.203510.jpg,null,"{""eTag"":""\""cd35a4654a580859828b9b70725e6bb0-1\"""",""size"":70518,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:55.000Z"",""contentLength"":70518,""httpStatusCode"":200}",2026-03-08 23:18:54.87156+00,2026-03-08 23:18:54.87156+00
catalog,products/829.Image.000206.jpg,null,"{""eTag"":""\""c0274284efd5e185ec4452640f593611-1\"""",""size"":116511,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":116511,""httpStatusCode"":200}",2026-03-08 23:18:54.186888+00,2026-03-08 23:18:54.186888+00
catalog,products/a82k6poFezp3B2u0CWzuok.Image.015553.jpg,null,"{""eTag"":""\""1d98b635d4a538dc1fd13b0be574a3b3-1\"""",""size"":79127,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":79127,""httpStatusCode"":200}",2026-03-08 23:18:54.087716+00,2026-03-08 23:18:54.087716+00
catalog,products/831.Image.001357.jpg,null,"{""eTag"":""\""8e1ba8b22d68463106701756e6b7810a-1\"""",""size"":119647,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":119647,""httpStatusCode"":200}",2026-03-08 23:18:54.069972+00,2026-03-08 23:18:54.069972+00
catalog,products/830.Image.000409.jpg,null,"{""eTag"":""\""a36bbefc58a3df5a96637576554b7784-1\"""",""size"":106255,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":106255,""httpStatusCode"":200}",2026-03-08 23:18:54.027238+00,2026-03-08 23:18:54.027238+00
catalog,products/831.Image.001847.jpg,null,"{""eTag"":""\""4839b37781d2774d506aced8c79c747f-1\"""",""size"":115279,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":115279,""httpStatusCode"":200}",2026-03-08 23:18:54.001815+00,2026-03-08 23:18:54.001815+00
catalog,products/a8xBeyQR26NnVWytScGdnp.Image.024936.jpg,null,"{""eTag"":""\""107f57172d486a6590c792e5cf127c42-1\"""",""size"":74598,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":74598,""httpStatusCode"":200}",2026-03-08 23:18:53.991452+00,2026-03-08 23:18:53.991452+00
catalog,products/ADiF_vK9Us4QmNWYc5Jvt6.Image.014038.jpg,null,"{""eTag"":""\""95a2ffd6c54397160961ed7983360992-1\"""",""size"":62628,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":62628,""httpStatusCode"":200}",2026-03-08 23:18:53.982061+00,2026-03-08 23:18:53.982061+00
catalog,products/828.Image.235958.jpg,null,"{""eTag"":""\""d06638728fdaf9cfb71f1b803b94f047-1\"""",""size"":127427,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":127427,""httpStatusCode"":200}",2026-03-08 23:18:53.982016+00,2026-03-08 23:18:53.982016+00
catalog,products/AObHFBbGcwbkeWAal535B8.Image.025011.jpg,null,"{""eTag"":""\""0d848b4346b7b2f1fae8e2b3a9fb0eb1-1\"""",""size"":72661,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":72661,""httpStatusCode"":200}",2026-03-08 23:18:53.973461+00,2026-03-08 23:18:53.973461+00
catalog,products/aLLKEA_8jg4xEjezaXt_T9.Image.202237.jpg,null,"{""eTag"":""\""18b79089974ac481c024ebb73c3bf2ad-1\"""",""size"":57263,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:54.000Z"",""contentLength"":57263,""httpStatusCode"":200}",2026-03-08 23:18:53.936664+00,2026-03-08 23:18:53.936664+00
catalog,products/827.Image.235807.jpg,null,"{""eTag"":""\""cb3df5801b6c71174b502cfca63f0cb0-1\"""",""size"":101590,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":101590,""httpStatusCode"":200}",2026-03-08 23:18:53.275179+00,2026-03-08 23:18:53.275179+00
catalog,products/821.Image.232556.jpg,null,"{""eTag"":""\""f197f5a10792a6505307de32afeecfac-1\"""",""size"":140885,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":140885,""httpStatusCode"":200}",2026-03-08 23:18:53.151806+00,2026-03-08 23:18:53.151806+00
catalog,products/825.Image.235120.jpg,null,"{""eTag"":""\""1b5e3d5399f12fb9c534339c0353eb01-1\"""",""size"":97862,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":97862,""httpStatusCode"":200}",2026-03-08 23:18:53.115891+00,2026-03-08 23:18:53.115891+00
catalog,products/826.Image.235309.jpg,null,"{""eTag"":""\""02d61adc83c1ed1cdf0d7d0dd0e32eff-1\"""",""size"":95977,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":95977,""httpStatusCode"":200}",2026-03-08 23:18:53.073109+00,2026-03-08 23:18:53.073109+00
catalog,products/819.Image.232038.jpg,null,"{""eTag"":""\""6204633e26015917f14f4ba78406643d-1\"""",""size"":132023,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":132023,""httpStatusCode"":200}",2026-03-08 23:18:53.061835+00,2026-03-08 23:18:53.061835+00
catalog,products/820.Image.232429.jpg,null,"{""eTag"":""\""ba4741689c771632591245e434daae74-1\"""",""size"":126412,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":126412,""httpStatusCode"":200}",2026-03-08 23:18:53.051661+00,2026-03-08 23:18:53.051661+00
catalog,products/822.Image.234525.jpg,null,"{""eTag"":""\""2bc8bda9f490120bdb1d5cc67c9fe990-1\"""",""size"":99072,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":99072,""httpStatusCode"":200}",2026-03-08 23:18:53.042418+00,2026-03-08 23:18:53.042418+00
catalog,products/824.Image.235022.jpg,null,"{""eTag"":""\""b9811d9ccd6265b9e1aaa4a143ad0df2-1\"""",""size"":107539,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-03-08T23:18:53.000Z"",""contentLength"":107539,""httpStatusCode"":200}",2026-03-08 23:18:53.016512+00,2026-03-08 23:18:53.016512+00
